거미,판매처,채널,최초관측일,최초가,현재가,변동횟수,가격추이,최근변동일,재고,URL
아크카야 타이거,거미랑,자사몰,2026-06-02,140000,140000,0,,,품절,https://theraphosidae.co.kr/product/아크카야-타이거-9-10cm-암컷/1340/category/24/display/1/
아크카야 타이거,거미랑,자사몰,2026-06-02,240000,240000,0,,,품절,https://theraphosidae.co.kr/product/아크카야-타이거-암-10cm-수-8cm-한쌍/1341/category/24/display/1/
아크카야 타이거,거미랑,자사몰,2026-06-02,15000,15000,0,,,품절,https://theraphosidae.co.kr/product/아크카야-타이거-유체/1363/category/24/display/1/
아크카야 타이거,거미랑,자사몰,2026-06-02,55000,55000,0,,,품절,https://theraphosidae.co.kr/product/아크카야-타이거-유체대/888/category/24/display/1/
아크카야 타이거,타란센터,자사몰,2026-06-02,100000,100000,0,,,품절,https://tarancenter.com/product/아크카야-타이거-10cm-암컷-준성체-초-phormingochilus-sp-akcaya/1157/category/51/display/1/
아크카야 타이거,타란툴라코리아,네이버,2026-06-02,20000,20000,0,,,품절,https://smartstore.naver.com/tarantulakorea/products/10584612280
아포노펠마 cf.모데라툼,거미랑,자사몰,2026-06-02,550000,550000,0,,,품절,https://theraphosidae.co.kr/product/아포노펠마-cf모데라툼-누에보-레온-8cm-암/463/category/24/display/1/
아포노펠마 cf.모데라툼,거미랑,자사몰,2026-06-02,80000,80000,0,,,품절,https://theraphosidae.co.kr/product/아포노펠마-cf모데라툼-누에보-레온-유체/460/category/24/display/1/
아포노펠마 spec. 다이아몬드 백,거미랑,자사몰,2026-06-02,39000,39000,0,,,품절,https://theraphosidae.co.kr/product/200마리-한정-묶음판매-아포노펠마-spec-다이아몬드-백-스파이더-링/1096/category/24/display/1/
아포노펠마 spec. 다이아몬드 백,거미랑,자사몰,2026-06-02,25000,25000,0,,,재고,https://theraphosidae.co.kr/product/아포노펠마-spec-다이아몬드-백-유체/1665/category/24/display/1/
아포노펠마 spec. 아카풀코,거미랑,자사몰,2026-06-02,110000,110000,0,,,품절,https://theraphosidae.co.kr/product/아포노펠마-spec-아카풀코-유체/1240/category/24/display/1/
아포노펠마 spec. 코유카,거미랑,자사몰,2026-06-02,110000,110000,0,,,품절,https://theraphosidae.co.kr/product/아포노펠마-spec-코유카-유체/1241/category/24/display/1/
아포노펠마 spec. 코유카,거미랑,자사몰,2026-06-02,110000,110000,0,,,품절,https://theraphosidae.co.kr/product/아포노펠마-spec-코유카-유체대/1326/category/24/display/1/
아포노펠마 spec. 히달고 오렌지,거미랑,자사몰,2026-06-02,280000,280000,0,,,품절,https://theraphosidae.co.kr/product/아포노펠마-spec-히달고-오렌지-유체대/1632/category/24/display/1/
아포노펠마 다이아몬드백,타란센터,네이버,2026-06-02,25000,25000,0,,,재고,https://smartstore.naver.com/tarancenter/products/11167717275
아포노펠마 다이아몬드백,타란센터,자사몰,2026-06-02,25000,25000,0,,,재고,https://tarancenter.com/product/아포노펠마-다이아몬드백-유체-aphonopelma-sp-diamondback/1045/category/51/display/1/
아포노펠마 다이아몬드백,타란툴라코리아,네이버,2026-06-02,25000,25000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10562402266
아포노펠마 데저트 블론디,타란툴라코리아,네이버,2026-06-02,250000,250000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/12577914962
아포노펠마 데저트 블론디 뉴리버,타란툴라코리아,네이버,2026-06-02,40000,40000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10613752312
아포노펠마 데져트 블론디,타란툴라코리아,네이버,2026-06-02,35000,35000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10572847879
아포노펠마 로크 엔시노스 학명 Aphonopelma sp. Loc Encinos 습성 배회성 수명 약 10~15년 사육온도 23~27도 사육습도 40~60% 사이즈 성장 속도 보통 아포노펠마 로크 엔시노스 입니다. 관용명으로는 아포노펠마 블랙엔골드 라고도 불리우고 있습니다. 분양하고 있는 는 급 입니다. ● 추가 사진,타란툴라코리아,네이버,2026-06-02,45000,45000,0,,,품절,https://smartstore.naver.com/tarantulakorea/products/10694369016
아포노펠마 리오그란데골드,타란센터,네이버,2026-06-02,65000,65000,0,,,재고,https://smartstore.naver.com/tarancenter/products/13036635000
아포노펠마 리오그란데골드,타란툴라코리아,네이버,2026-06-02,65000,65000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10579161185
아포노펠마 멕시칸 린체,타란센터,자사몰,2026-06-02,120000,120000,0,,,품절,https://tarancenter.com/product/아포노펠마-멕시칸-말린체-유체대-aphonopelma-sp-malinche/649/category/51/display/1/
아포노펠마 멕시칸 제이드 푸에고 무레이,타란툴라코리아,네이버,2026-06-02,220000,220000,0,,,품절,https://smartstore.naver.com/tarantulakorea/products/13457327794
아포노펠마 벨린다에 급,타란센터,자사몰,2026-06-02,100000,100000,0,,,품절,https://tarancenter.com/product/아포노펠마-벨린다에-성체급-암컷-10cm-aphonopelma-belindae/1546/category/51/display/1/
아포노펠마 벨린다에 급,타란툴라코리아,네이버,2026-06-02,30000,30000,0,,,품절,https://smartstore.naver.com/tarantulakorea/products/10561879178
아포노펠마 벨린다이,거미랑,자사몰,2026-06-02,20000,20000,0,,,품절,https://theraphosidae.co.kr/product/아포노펠마-벨린다이-유체/1065/category/24/display/1/
아포노펠마 벨린다이,거미랑,자사몰,2026-06-02,35000,35000,0,,,품절,https://theraphosidae.co.kr/product/아포노펠마-벨린다이-유체대/1332/category/24/display/1/
아포노펠마 블루프론트,타란툴라코리아,네이버,2026-06-02,38000,38000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/12032249869
아포노펠마 스테인닥네리,거미랑,네이버,2026-06-02,480000,480000,0,,,재고,https://smartstore.naver.com/terrafactory/products/13408151193
아포노펠마 스테인닥네리,거미랑,자사몰,2026-06-02,480000,480000,0,,,재고,https://theraphosidae.co.kr/product/아포노펠마-스테인닥네리-준성체성별선택/1910/category/24/display/1/
아포노펠마 코스타리칸제브라 타란튤라 분양,타란센터,네이버,2026-06-02,20000,20000,0,,,재고,https://smartstore.naver.com/tarancenter/products/11823215729
아포노펠마 콜렛 학명 Aphonopelma sp. Chocolate 습성 배회성 수명 약 10년 +,타란툴라코리아,네이버,2026-06-02,125000,125000,0,,,품절,https://smartstore.naver.com/tarantulakorea/products/12411572186
아포노펠마 크리니루품 코스타리카,거미랑,자사몰,2026-06-02,150000,150000,0,,,품절,https://theraphosidae.co.kr/product/아포노펠마-크리니루품-코스타리카/1171/category/24/display/1/
아포노펠마 텍사스 브라운 학명 Aphonopelma hentzi 습성 배회성 수명 약 20년+ +사육온도 23~28도 사육습도 40~60% 사이즈 성장 속도 느림~보통 아포노펠마 텍사스브라운 입니다 텍사스탄 보다 바디 전체가 브라운강모가 많은게 특징으로 장모의 털 덕분에 텍사스탄보다 부피감이 더 있어보입니다 3회 탈피 이상으로 정 작은 아포노 가 아니라 키우기 좋습니다. 분양되는 사이즈는 급 급 입니다. ● 추가사진,타란툴라코리아,네이버,2026-06-02,40000,40000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10571913275
아포노펠마 텍사스탄,타란툴라코리아,네이버,2026-06-02,25000,25000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10562343927
아포노펠마 플랏니키,거미랑,자사몰,2026-06-02,650000,650000,0,,,품절,https://theraphosidae.co.kr/product/아포노펠마-플랏니키-준성체한쌍/1886/category/24/display/1/
아프리카 골든바분,거미랑,자사몰,2026-06-02,28000,28000,0,,,재고,https://theraphosidae.co.kr/product/아프리카-골든바분-ex주노디-유체/2029/category/24/display/1/
아프리카 골든바분 주노디,타란툴라코리아,네이버,2026-06-02,20000,20000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10629493439
아프리카 골든바분 주노디,타란툴라코리아,자사몰,2026-06-02,20000,20000,0,,,재고,https://tarantulakorea.com/product/아프리카-골든바분주노디-유체/84/category/66/display/1/
아프리카 레드럼프 바분 논스타우트렉,타란툴라코리아,자사몰,2026-06-02,140000,140000,0,,,재고,https://tarantulakorea.com/product/아프리카-레드럼프-바분-논스타우트렉-암컷확정/661/category/66/display/1/
아프리카 스타우트렉 바분,타란툴라코리아,네이버,2026-06-02,65000,65000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10620857174
아프리카 스타우트렉 바분,타란툴라코리아,자사몰,2026-06-02,230000,230000,0,,,재고,https://tarantulakorea.com/product/아프리카-스타우트렉-바분-암컷확정/660/category/66/display/1/
아프리카 스타우트렉 바분,타란툴라코리아,자사몰,2026-06-02,65000,65000,0,,,재고,https://tarantulakorea.com/product/아프리카-스타우트렉-바분/625/category/66/display/1/
아프리카 혼드 바분,더쥬 송파점,네이버,2026-06-02,4000,4000,0,,,재고,https://smartstore.naver.com/tzblossom/products/9344261606
아프리카 혼드 바분,타란툴라코리아,네이버,2026-06-02,3500,3500,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10621730188
아프리카 혼드바분,거미랑,네이버,2026-06-02,8000,8000,0,,,품절,https://smartstore.naver.com/terrafactory/products/10797655171
아프리카 혼드바분,거미랑,자사몰,2026-06-02,12000,12000,0,,,품절,https://theraphosidae.co.kr/product/아프리카-혼드바분-유체/1166/category/24/display/1/
아프리카 혼드바분,거미랑,자사몰,2026-06-02,5000,5000,0,,,품절,https://theraphosidae.co.kr/product/아프리카-혼드바분-유체/1607/category/24/display/1/
아프리카 혼드바분,거미랑,자사몰,2026-06-02,18000,18000,0,,,품절,https://theraphosidae.co.kr/product/아프리카-혼드바분-유체대/1300/category/24/display/1/
아프리카 혼드바분,타란센터,네이버,2026-06-02,5000,5000,0,,,재고,https://smartstore.naver.com/tarancenter/products/11179601939
아프리카 혼드바분,타란툴라코리아,자사몰,2026-06-02,3500,3500,0,,,재고,https://tarantulakorea.com/product/아프리카-혼드바분-유체/85/category/66/display/1/
아프리칸 스타우트렉 바분,거미랑,자사몰,2026-06-02,185000,185000,0,,,품절,https://theraphosidae.co.kr/product/아프리칸-스타우트렉-바분-준성체-암컷/1963/category/24/display/1/
아프리칸 혼드바분,타란센터,네이버,2026-06-03,50000,50000,0,,,품절,https://smartstore.naver.com/tarancenter/products/13621750261
아프리칸 혼드바분,타란센터,자사몰,2026-06-02,30000,30000,0,,,품절,https://tarancenter.com/product/아프리칸-혼드-바분-3cm-암수한쌍-암컷-단품-가능-ceratogyrus-darlingi-pair/655/category/51/display/1/
아프리칸 혼드바분,타란센터,자사몰,2026-06-02,50000,50000,0,,,품절,https://tarancenter.com/product/아프리칸-혼드바분-암컷-준성체-9cm-ceratogyrus-darlingi/1572/category/51/display/1/
아프리칸 혼드바분,타란센터,자사몰,2026-06-02,5000,5000,0,,,재고,https://tarancenter.com/product/아프리칸-혼드바분-유체-ceratogyrus-darlingi/1030/category/51/display/1/
악테온,거미랑,자사몰,2026-06-02,80000,80000,0,,,품절,https://theraphosidae.co.kr/product/악테온-유체/1350/category/24/display/1/
악테온,타란툴라코리아,자사몰,2026-06-02,75000,75000,0,,,품절,https://tarantulakorea.com/product/악테온-유체/393/category/24/display/1/
악테온 다크폼,타란툴라코리아,자사몰,2026-06-02,80000,80000,0,,,재고,https://tarantulakorea.com/product/악테온다크폼-유체-spec-산타카타리나-섬-악테온/682/category/24/display/1/
안카스하 픽타,거미랑,자사몰,2026-06-02,65000,65000,0,,,재고,https://theraphosidae.co.kr/product/안카스하-픽타-유체/1825/category/24/display/1/
안카스하 픽타,타란툴라코리아,자사몰,2026-06-02,65000,65000,0,,,재고,https://tarantulakorea.com/product/안카스하-픽타-유체/636/category/66/display/1/
안카스하 픽타 학명 Anqasha picta 습성 버로우성 수명 약 10~15년 사육온도 23~27도 사육습도 60~80% 사이즈 성장 속도 빠름 소형종이지만 다리가 짧고 부피가 있어서 체형이 형 배회성처럼 탄탄해 보입니다. 복부에 화려한 패턴과 발색을 가진 아름다운 타란툴라 입니다. 분양하고 있는 는 급 입니다. ● 추가 사진,타란툴라코리아,네이버,2026-06-02,65000,65000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10694396048
안티쿠나 spec. 에르두아,거미랑,자사몰,2026-06-02,105000,105000,0,,,재고,https://theraphosidae.co.kr/product/안티쿠나-spec-에르두아-유체/1999/category/24/display/1/
안티쿠나 spec. 에르두아,타란툴라코리아,자사몰,2026-06-02,105000,105000,0,,,재고,https://tarantulakorea.com/product/안티쿠나-spec-에르두아-유체/740/category/24/display/1/
안티쿠나 에르두아 학명 Antikuna sp. Herradura 습성 배회성 수명 약 10~15년 사육온도 25~27도 사육습도 50~70% 사이즈 +,타란툴라코리아,네이버,2026-06-02,105000,105000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/13075648931
안티쿠나 파이어,거미랑,네이버,2026-06-02,95000,95000,0,,,재고,https://smartstore.naver.com/terrafactory/products/13583200282
안티쿠나 파이어,거미랑,자사몰,2026-06-02,95000,95000,0,,,재고,https://theraphosidae.co.kr/product/안티쿠나-spec-파이어-유체/2030/category/24/display/1/
안틸레나 릭쿠웨스티,거미랑,자사몰,2026-06-02,180000,180000,0,,,품절,https://theraphosidae.co.kr/product/안틸레나-릭쿠웨스티-준성체암컷/646/category/24/display/1/
안틸레스 핑크토,거미랑,네이버,2026-06-02,10000,10000,0,,,재고,https://smartstore.naver.com/terrafactory/products/5499761366
안틸레스 핑크토,거미랑,자사몰,2026-06-02,15000,15000,0,,,재고,https://theraphosidae.co.kr/product/안틸레스-핑크토-유체/1581/category/24/display/1/
안틸레스 핑크토,거미랑,자사몰,2026-06-02,15000,15000,0,,,품절,https://theraphosidae.co.kr/product/안틸레스-핑크토-유체대4cm/1502/category/24/display/1/
안틸레스 핑크토,더쥬 송파점,네이버,2026-06-02,25000,25000,0,,,품절,https://smartstore.naver.com/tzblossom/products/8771289373
안틸레스 핑크토,더쥬 송파점,네이버,2026-06-02,9000,9000,0,,,재고,https://smartstore.naver.com/tzblossom/products/9912891973
안틸레스 핑크토,타란센터,자사몰,2026-06-02,100000,100000,0,,,품절,https://tarancenter.com/product/안틸레스-핑크토-11cm-암컷-브리딩가능-산란경험x-caribena-versicolor/890/category/51/display/1/
안틸레스 핑크토,타란센터,자사몰,2026-06-02,13000,13000,0,,,품절,https://tarancenter.com/product/안틸레스-핑크토-23탈피-유체-caribena-versicolor/998/category/51/display/1/
안틸레스 핑크토,타란센터,자사몰,2026-06-02,15000,15000,0,,,품절,https://tarancenter.com/product/안틸레스-핑크토-유체-caribena-versicolor/1272/category/51/display/1/
안틸레스 핑크토,타란센터,자사몰,2026-06-02,10000,10000,0,,,재고,https://tarancenter.com/product/안틸레스-핑크토-유체-caribena-versicolor/1449/category/51/display/1/
안틸레스 핑크토,타란센터,자사몰,2026-06-02,10000,10000,0,,,품절,https://tarancenter.com/product/안틸레스-핑크토-유체-caribena-versicolor/814/category/51/display/1/
안틸레스 핑크토,타란툴라코리아,네이버,2026-06-02,10000,10000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10561085534
안틸레스 핑크토,타란툴라코리아,자사몰,2026-06-02,10000,10000,0,,,재고,https://tarantulakorea.com/product/안틸레스-핑크토-유체/123/category/67/display/1/
안틸레스핑크토 타란튤라 애완거미,타란센터,네이버,2026-06-02,10000,10000,0,,,재고,https://smartstore.naver.com/tarancenter/products/6830101833
알라딘,타란툴라코리아,자사몰,2026-06-02,30000,30000,0,,,재고,https://tarantulakorea.com/product/알라딘-유체/697/category/24/display/1/
애버리티타이거,타란툴라코리아,네이버,2026-06-02,35000,35000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10645615738
애버리티타이거,타란툴라코리아,자사몰,2026-06-02,35000,35000,0,,,재고,https://tarantulakorea.com/product/애버리티타이거-유체/229/category/66/display/1/
야수니 트리 스파이더,타란툴라코리아,네이버,2026-06-02,35000,35000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10598129856
야수니 트리스파이더,거미랑,자사몰,2026-06-02,45000,45000,0,,,품절,https://theraphosidae.co.kr/product/야수니-트리스파이더-유체/1362/category/24/display/1/
야수니 트리스파이더,타란툴라코리아,자사몰,2026-06-02,35000,35000,0,,,재고,https://tarantulakorea.com/product/야수니-트리스파이더-유체/603/category/67/display/1/
어셈 BCF,더쥬 송파점,네이버,2026-06-02,15000,15000,0,,,재고,https://smartstore.naver.com/tzblossom/products/9728575992
어셈 BCF,더쥬 송파점,네이버,2026-06-02,18000,18000,0,,,재고,https://smartstore.naver.com/tzblossom/products/9728666313
어셈 BCF,더쥬 송파점,네이버,2026-06-02,4000,4000,0,,,품절,https://smartstore.naver.com/tzblossom/products/9970830826
어셈 BCF,타란센터,네이버,2026-06-02,18000,18000,0,,,재고,https://smartstore.naver.com/tarancenter/products/12391616794
어셈 BCF,타란센터,자사몰,2026-06-02,18000,18000,0,,,재고,https://tarancenter.com/product/어셈-bcf-ex-테테-유체-pterinochilus-murinus-bcf-north-mozambiquetete/1345/category/51/display/1/
어셈 BCF,타란센터,자사몰,2026-06-02,15000,15000,0,,,품절,https://tarancenter.com/product/어셈-dcf-키고마-유체-pterinochilus-murinus-dcf-kigoma/731/category/51/display/1/
어셈 BCF,타란센터,자사몰,2026-06-02,35000,35000,0,,,재고,https://tarancenter.com/product/어셈-바분-dcf-보츠와나-유체-pterinochilus-murinus-dcf-botswana/1399/category/51/display/1/
어셈 BCF,타란센터,자사몰,2026-06-02,45000,45000,0,,,품절,https://tarancenter.com/product/어셈-바분-dcf-보츠와나-유체-pterinochilus-murinus-dcf-botswana/986/category/51/display/1/
어셈 BCF,타란센터,자사몰,2026-06-02,4000,4000,0,,,재고,https://tarancenter.com/product/어셈-오렌지-바분-유체-크기-옵션선택-pterinochilus-murinus/104/category/51/display/1/
어셈 BCF,타란센터,자사몰,2026-06-02,8000,8000,0,,,품절,https://tarancenter.com/product/어셈바라-바분-tcf-유체-pterinochilus-murinus-tcf/769/category/51/display/1/
어셈 BCF,타란센터,자사몰,2026-06-02,12000,12000,0,,,품절,https://tarancenter.com/product/어셈바라-바분-tcf-유체-옵션-크기선택-pterinochilus-murinus-tcf/866/category/51/display/1/
어셈 BCF,타란툴라코리아,네이버,2026-06-02,3000,3000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10527790227
어셈 BCF,타란툴라코리아,자사몰,2026-06-02,15000,15000,0,,,재고,https://tarantulakorea.com/product/어셈-dcf-키고마-다크폼-유체/126/category/66/display/1/
어셈 BCF,타란툴라코리아,자사몰,2026-06-02,3000,3000,0,,,재고,https://tarantulakorea.com/product/어셈-rcf-레드폼-유체/336/category/66/display/1/
어셈 BCF,타란툴라코리아,자사몰,2026-06-02,15000,15000,0,,,재고,https://tarantulakorea.com/product/어셈-tcf-바분-유체/125/category/66/display/1/
어셈 BCF 테테,타란툴라코리아,자사몰,2026-06-02,18000,18000,0,,,재고,https://tarantulakorea.com/product/어셈-bcf-테테-브라운폼-유체/502/category/66/display/1/
어셈 DCF 미쿠미,타란툴라코리아,자사몰,2026-06-02,18000,18000,0,,,재고,https://tarantulakorea.com/product/어셈-dcf-미쿠미-다크폼-유체/659/category/66/display/1/
어셈 DCF 보츠와나,타란툴라코리아,자사몰,2026-06-02,35000,35000,0,,,재고,https://tarantulakorea.com/product/어셈-dcf-보츠와나-다크폼-유체/230/category/66/display/1/
어셈 OCF [오렌지,타란툴라코리아,자사몰,2026-06-02,3000,3000,0,,,재고,https://tarantulakorea.com/product/어셈-ocf-오렌지우잠바라-유체/124/category/66/display/1/
어셈 다크폼 보츠와나 짐바브웨,거미랑,네이버,2026-05-31,35000,29000,1,"35,000 → 29,000",2026-06-01,재고,https://smartstore.naver.com/terrafactory/products/12455863593
어셈 바분 DCF 다크폼 보츠와나,타란툴라코리아,네이버,2026-06-02,35000,35000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10663071782
어셈 바분 DCF 미쿠미 다크폼,타란툴라코리아,네이버,2026-06-02,20000,20000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/11151826444
어셈RCF 바분 어셈레드폼,타란툴라코리아,네이버,2026-06-02,3000,3000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10621710273
어셈바분 TCF,거미랑,네이버,2026-06-02,4000,4000,0,,,품절,https://smartstore.naver.com/terrafactory/products/5821107842
어셈바분 TCF,거미랑,자사몰,2026-06-02,35000,35000,0,,,품절,https://theraphosidae.co.kr/product/어셈바분-dcf-유체/54/category/24/display/1/
어셈오렌지바분 타란튤라 애완거미,타란센터,네이버,2026-06-02,4000,4000,0,,,재고,https://smartstore.naver.com/tarancenter/products/10985714219
에메랄드 스켈레톤,거미랑,자사몰,2026-06-02,45000,45000,0,,,품절,https://theraphosidae.co.kr/product/에메랄드-스켈레톤-유체/1163/category/24/display/1/
에메랄드 스켈레톤,거미랑,자사몰,2026-06-02,40000,40000,0,,,품절,https://theraphosidae.co.kr/product/에메랄드-스켈레톤-유체/1741/category/24/display/1/
에메랄드 스켈레톤,타란센터,네이버,2026-06-02,50000,50000,0,,,품절,https://smartstore.naver.com/tarancenter/products/11179695036
에메랄드 스켈레톤,타란센터,자사몰,2026-06-02,50000,50000,0,,,품절,https://tarancenter.com/product/에메랄드-스켈레톤-유체-ephebopus-uatuman/1029/category/51/display/1/
에메랄드 스켈레톤,타란툴라코리아,네이버,2026-06-02,40000,40000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10662426610
에메랄드 스켈레톤,타란툴라코리아,자사몰,2026-06-02,40000,40000,0,,,재고,https://tarantulakorea.com/product/에메랄드-스켈레톤-유체/458/category/66/display/1/
에버리티 어스타이거,더쥬 송파점,네이버,2026-06-02,55000,55000,0,,,품절,https://smartstore.naver.com/tzblossom/products/10635224744
에버리티 어스타이거,더쥬 송파점,네이버,2026-06-02,35000,35000,0,,,품절,https://smartstore.naver.com/tzblossom/products/10787992491
에버리티 어스타이거,타란센터,네이버,2026-06-02,35000,35000,0,,,재고,https://smartstore.naver.com/tarancenter/products/10870627515
에버리티 어스타이거,타란센터,자사몰,2026-06-02,35000,35000,0,,,품절,https://tarancenter.com/product/에버리티-어스타이거-유체-phormingochilus-everetti/1122/category/51/display/1/
에버리티 어스타이거,타란센터,자사몰,2026-06-02,35000,35000,0,,,재고,https://tarancenter.com/product/에버리티-어스타이거-유체-phormingochilus-everetti/1306/category/51/display/1/
에버리티 어스타이거,타란센터,자사몰,2026-06-02,60000,60000,0,,,품절,https://tarancenter.com/product/에버리티-어스타이거-유체대-phormingochilus-everetti/693/category/51/display/1/
에베렛티 타이거,거미랑,자사몰,2026-06-02,80000,80000,0,,,품절,https://theraphosidae.co.kr/product/에베렛티-타이거-유체-7마리-남았습니다/1175/category/24/display/1/
에베렛티 타이거,거미랑,자사몰,2026-06-02,35000,35000,0,,,품절,https://theraphosidae.co.kr/product/에베렛티-타이거-유체/1476/category/24/display/1/
에베렛티 타이거,거미랑,자사몰,2026-06-02,35000,35000,0,,,재고,https://theraphosidae.co.kr/product/에베렛티-타이거-유체/1948/category/24/display/1/
에베렛티 타이거,거미랑,자사몰,2026-06-02,70000,70000,0,,,품절,https://theraphosidae.co.kr/product/에베렛티-타이거-유체/600/category/24/display/1/
에슐러스 그린,타란툴라코리아,네이버,2026-06-02,55000,55000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/11768737528
에슐러스 그린,타란툴라코리아,자사몰,2026-06-02,55000,55000,0,,,재고,https://tarantulakorea.com/product/에슐러스그린-유체/687/category/24/display/1/
에슐러스 마니카타 그린 학명 Euathlus manicata green 습성 배회성 수명 약 10년+,타란툴라코리아,네이버,2026-06-02,80000,80000,0,,,품절,https://smartstore.naver.com/tarantulakorea/products/11483085142
에이퍼 필리핀 드워프,타란툴라코리아,네이버,2026-06-02,15000,15000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/12044003287
에이퍼 필리핀 드워프,타란툴라코리아,자사몰,2026-06-02,15000,15000,0,,,재고,https://tarantulakorea.com/product/에이퍼-필리핀-드워프-유체/701/category/66/display/1/
에콰도르 드워프,타란툴라코리아,자사몰,2026-06-02,20000,20000,0,,,재고,https://tarantulakorea.com/product/에콰도르-드워프-유체/403/category/24/display/1/
에콰도르 드워프 벨록스 학명 Cymbiapophysa velox 습성 배회성 수명 약 10~15년 사육온도 25~28도 사육습도 60~70% 사이즈 성장 속도 빠름 2020년에는 콜롬비아 서식지 벨록스를 분양했습니다. 콜롬비아 개체군보다 더 크게 자랍니다. 드워프라고 하지만 로즈헤어 성장하며 곱슬거리는 털이 특징이고 발색이 매우 특이하고 이쁩니다. 분양되는 사이즈는 급 입니다. ● 추가 사진,타란툴라코리아,네이버,2026-06-02,20000,20000,0,,,재고,https://smartstore.naver.com/tarantulakorea/products/10561776955
에콰도르 브라운벨벳 벨베토소마 학명 Megaphobema velvetosoma Coca,타란툴라코리아,네이버,2026-06-02,75000,75000,0,,,품절,https://smartstore.naver.com/tarantulakorea/products/12411551063
에콰도리안 골든,타란센터,자사몰,2026-06-02,130000,130000,0,,,품절,https://tarancenter.com/product/에콰도리안-골든-ex익리지-10cm-암컷-준성체-psalmopoeus-ecclesiasticus/1185/category/51/display/1/
에콰도리안 골든,타란센터,자사몰,2026-06-02,35000,35000,0,,,품절,https://tarancenter.com/product/에콰도리안-골든익리지엑클레시아스티쿠스-유체-psalmopoeus-ecclesiasticus/879/category/51/display/1/
에콰도리안 골든,타란툴라코리아,네이버,2026-06-02,35000,35000,0,,,품절,https://smartstore.naver.com/tarantulakorea/products/10596251474
에콰도리안 브라운벨벳,거미랑,자사몰,2026-06-02,220000,220000,0,,,품절,https://theraphosidae.co.kr/product/에콰도리안-브라운벨벳-준성체암/145/category/24/display/1/
에콰도리안 퍼플,타란툴라코리아,네이버,2026-06-02,35000,35000,0,,,품절,https://smartstore.naver.com/tarantulakorea/products/10592392235
에콰도리안 퍼플 핑크토,거미랑,자사몰,2026-06-02,50000,50000,0,,,품절,https://theraphosidae.co.kr/product/에콰도리안-퍼플-핑크토-유체/1168/category/24/display/1/
에콰도리안 퍼플 핑크토,거미랑,자사몰,2026-06-02,25000,25000,0,,,품절,https://theraphosidae.co.kr/product/에콰도리안-퍼플-핑크토-유체/1501/category/24/display/1/
에콰도리안 퍼플 핑크토,거미랑,자사몰,2026-06-02,35000,35000,0,,,품절,https://theraphosidae.co.kr/product/에콰도리안-퍼플-핑크토-유체/824/category/24/display/1/
에콰도리안 퍼플 핑크토,타란센터,자사몰,2026-06-02,35000,35000,0,,,품절,https://tarancenter.com/product/에콰도리안-퍼플-핑크토-유체-avicularia-purpurea/843/category/51/display/1/
에콰도리안 퍼플 핑크토,타란센터,자사몰,2026-06-02,25000,25000,0,,,품절,https://tarancenter.com/product/에콰도리안-퍼플-핑크토-유체-avicularia-purpurea/925/category/51/display/1/
에콰도리안 핑크토,거미랑,자사몰,2026-06-02,45000,45000,0,,,품절,https://theraphosidae.co.kr/product/에콰도리안-핑크토-유체/133/category/24/display/1/
엑실리스,타란툴라코리아,자사몰,2026-06-02,15000,15000,0,,,재고,https://tarantulakorea.com/product/엑실리스-유체/344/category/24/display/1/
엑클레시아스티쿠스,거미랑,자사몰,2026-06-02,250000,250000,0,,,품절,https://theraphosidae.co.kr/product/프살모포에우스-엑클레시아스티쿠스-1014cm-암컷/1370/category/24/display/1/
엑클레시아스티쿠스,거미랑,자사몰,2026-06-02,35000,35000,0,,,품절,https://theraphosidae.co.kr/product/프살모포에우스-엑클레시아스티쿠스/1568/category/24/display/1/
엑클레시아스티쿠스,거미랑,자사몰,2026-06-02,45000,45000,0,,,품절,https://theraphosidae.co.kr/product/프살모포이우스-엑클레시아스티쿠스-유체/1161/category/24/display/1/
